id,shares
32064,20000
32065,20000
32066,20000
32067,20000
32068,20000
32069,20000
32070,20000
32071,20000
32072,20000
32073,20000
32074,20000
32075,20000
32076,20000
32077,20000
32078,20000
32079,20000
32080,20000
32081,20000
32082,20000
32083,20000
32084,20000
32085,20000
32086,20000
32087,20000
32088,20000
32089,20000
32090,20000
32091,20000
32092,20000
32093,20000
32094,20000
32095,20000
32096,20000
32097,20000
32098,20000
32099,20000
32100,20000
32101,20000
32102,20000
32103,20000
32104,20000
32105,20000
32106,20000
32107,20000
32108,20000
32109,20000
32110,20000
32111,20000
32112,20000
32113,20000
32114,20000
32115,20000
32116,20000
32117,20000
32118,20000
32119,20000
32120,20000
32121,20000
32122,20000
32123,20000
32124,20000
32125,20000
32126,20000
32127,20000
32128,20000
32129,20000
32130,20000
32131,20000
32132,20000
32133,20000
32134,20000
32135,20000
32136,20000
32137,20000
32138,20000
32139,20000
32140,20000
32141,20000
32142,20000
32143,20000
32144,20000
32145,20000
32146,20000
32147,20000
32148,20000
32149,20000
32150,20000
32151,20000
32152,20000
32153,20000
32154,20000
32155,20000
32156,20000
32157,20000
32158,20000
32159,20000
32160,20000
32161,20000
32162,20000
32163,20000
32164,20000
32165,20000
32166,20000
32167,20000
32168,20000
32169,20000
32170,20000
32171,20000
32172,20000
32173,20000
32174,20000
32175,20000
32176,20000
32177,20000
32178,20000
32179,20000
32180,20000
32181,20000
32182,20000
32183,20000
32184,20000
32185,20000
32186,20000
32187,20000
32188,20000
32189,20000
32190,20000
32191,20000
32192,20000
32193,20000
32194,20000
32195,20000
32196,20000
32197,20000
32198,20000
32199,20000
32200,20000
32201,20000
32202,20000
32203,20000
32204,20000
32205,20000
32206,20000
32207,20000
32208,20000
32209,20000
32210,20000
32211,20000
32212,20000
32213,20000
32214,20000
32215,20000
32216,20000
32217,20000
32218,20000
32219,20000
32220,20000
32221,20000
32222,20000
32223,20000
32224,20000
32225,20000
32226,20000
32227,20000
32228,20000
32229,20000
32230,20000
32231,20000
32232,20000
32233,20000
32234,20000
32235,20000
32236,20000
32237,20000
32238,20000
32239,20000
32240,20000
32241,20000
32242,20000
32243,20000
32244,20000
32245,20000
32246,20000
32247,20000
32248,20000
32249,20000
32250,20000
32251,20000
32252,20000
32253,20000
32254,20000
32255,20000
32256,20000
32257,20000
32258,20000
32259,20000
32260,20000
32261,20000
32262,20000
32263,20000
32264,20000
32265,20000
32266,20000
32267,20000
32268,20000
32269,20000
32270,20000
32271,20000
32272,20000
32273,20000
32274,20000
32275,20000
32276,20000
32277,20000
32278,20000
32279,20000
32280,20000
32281,20000
32282,20000
32283,20000
32284,20000
32285,20000
32286,20000
32287,20000
32288,20000
32289,20000
32290,20000
32291,20000
32292,20000
32293,20000
32294,20000
32295,20000
32296,20000
32297,20000
32298,20000
32299,20000
32300,20000
32301,20000
32302,20000
32303,20000
32304,20000
32305,20000
32306,20000
32307,20000
32308,20000
32309,20000
32310,20000
32311,20000
32312,20000
32313,20000
32314,20000
32315,20000
32316,20000
32317,20000
32318,20000
32319,20000
32320,20000
32321,20000
32322,20000
32323,20000
32324,20000
32325,20000
32326,20000
32327,20000
32328,20000
32329,20000
32330,20000
32331,20000
32332,20000
32333,20000
32334,20000
32335,20000
32336,20000
32337,20000
32338,20000
32339,20000
32340,20000
32341,20000
32342,20000
32343,20000
32344,20000
32345,20000
32346,20000
32347,20000
32348,20000
32349,20000
32350,20000
32351,20000
32352,20000
32353,20000
32354,20000
32355,20000
32356,20000
32357,20000
32358,20000
32359,20000
32360,20000
32361,20000
32362,20000
32363,20000
32364,20000
32365,20000
32366,20000
32367,20000
32368,20000
32369,20000
32370,20000
32371,20000
32372,20000
32373,20000
32374,20000
32375,20000
32376,20000
32377,20000
32378,20000
32379,20000
32380,20000
32381,20000
32382,20000
32383,20000
32384,20000
32385,20000
32386,20000
32387,20000
32388,20000
32389,20000
32390,20000
32391,20000
32392,20000
32393,20000
32394,20000
32395,20000
32396,20000
32397,20000
32398,20000
32399,20000
32400,20000
32401,20000
32402,20000
32403,20000
32404,20000
32405,20000
32406,20000
32407,20000
32408,20000
32409,20000
32410,20000
32411,20000
32412,20000
32413,20000
32414,20000
32415,20000
32416,20000
32417,20000
32418,20000
32419,20000
32420,20000
32421,20000
32422,20000
32423,20000
32424,20000
32425,20000
32426,20000
32427,20000
32428,20000
32429,20000
32430,20000
32431,20000
32432,20000
32433,20000
32434,20000
32435,20000
32436,20000
32437,20000
32438,20000
32439,20000
32440,20000
32441,20000
32442,20000
32443,20000
32444,20000
32445,20000
32446,20000
32447,20000
32448,20000
32449,20000
32450,20000
32451,20000
32452,20000
32453,20000
32454,20000
32455,20000
32456,20000
32457,20000
32458,20000
32459,20000
32460,20000
32461,20000
32462,20000
32463,20000
32464,20000
32465,20000
32466,20000
32467,20000
32468,20000
32469,20000
32470,20000
32471,20000
32472,20000
32473,20000
32474,20000
32475,20000
32476,20000
32477,20000
32478,20000
32479,20000
32480,20000
32481,20000
32482,20000
32483,20000
32484,20000
32485,20000
32486,20000
32487,20000
32488,20000
32489,20000
32490,20000
32491,20000
32492,20000
32493,20000
32494,20000
32495,20000
32496,20000
32497,20000
32498,20000
32499,20000
32500,20000
32501,20000
32502,20000
32503,20000
32504,20000
32505,20000
32506,20000
32507,20000
32508,20000
32509,20000
32510,20000
32511,20000
32512,20000
32513,20000
32514,20000
32515,20000
32516,20000
32517,20000
32518,20000
32519,20000
32520,20000
32521,20000
32522,20000
32523,20000
32524,20000
32525,20000
32526,20000
32527,20000
32528,20000
32529,20000
32530,20000
32531,20000
32532,20000
32533,20000
32534,20000
32535,20000
32536,20000
32537,20000
32538,20000
32539,20000
32540,20000
32541,20000
32542,20000
32543,20000
32544,20000
32545,20000
32546,20000
32547,20000
32548,20000
32549,20000
32550,20000
32551,20000
32552,20000
32553,20000
32554,20000
32555,20000
32556,20000
32557,20000
32558,20000
32559,20000
32560,20000
32561,20000
32562,20000
32563,20000
32564,20000
32565,20000
32566,20000
32567,20000
32568,20000
32569,20000
32570,20000
32571,20000
32572,20000
32573,20000
32574,20000
32575,20000
32576,20000
32577,20000
32578,20000
32579,20000
32580,20000
32581,20000
32582,20000
32583,20000
32584,20000
32585,20000
32586,20000
32587,20000
32588,20000
32589,20000
32590,20000
32591,20000
32592,20000
32593,20000
32594,20000
32595,20000
32596,20000
32597,20000
32598,20000
32599,20000
32600,20000
32601,20000
32602,20000
32603,20000
32604,20000
32605,20000
32606,20000
32607,20000
32608,20000
32609,20000
32610,20000
32611,20000
32612,20000
32613,20000
32614,20000
32615,20000
32616,20000
32617,20000
32618,20000
32619,20000
32620,20000
32621,20000
32622,20000
32623,20000
32624,20000
32625,20000
32626,20000
32627,20000
32628,20000
32629,20000
32630,20000
32631,20000
32632,20000
32633,20000
32634,20000
32635,20000
32636,20000
32637,20000
32638,20000
32639,20000
32640,20000
32641,20000
32642,20000
32643,20000
32644,20000
32645,20000
32646,20000
32647,20000
32648,20000
32649,20000
32650,20000
32651,20000
32652,20000
32653,20000
32654,20000
32655,20000
32656,20000
32657,20000
32658,20000
32659,20000
32660,20000
32661,20000
32662,20000
32663,20000
32664,20000
32665,20000
32666,20000
32667,20000
32668,20000
32669,20000
32670,20000
32671,20000
32672,20000
32673,20000
32674,20000
32675,20000
32676,20000
32677,20000
32678,20000
32679,20000
32680,20000
32681,20000
32682,20000
32683,20000
32684,20000
32685,20000
32686,20000
32687,20000
32688,20000
32689,20000
32690,20000
32691,20000
32692,20000
32693,20000
32694,20000
32695,20000
32696,20000
32697,20000
32698,20000
32699,20000
32700,20000
32701,20000
32702,20000
32703,20000
32704,20000
32705,20000
32706,20000
32707,20000
32708,20000
32709,20000
32710,20000
32711,20000
32712,20000
32713,20000
32714,20000
32715,20000
32716,20000
32717,20000
32718,20000
32719,20000
32720,20000
32721,20000
32722,20000
32723,20000
32724,20000
32725,20000
32726,20000
32727,20000
32728,20000
32729,20000
32730,20000
32731,20000
32732,20000
32733,20000
32734,20000
32735,20000
32736,20000
32737,20000
32738,20000
32739,20000
32740,20000
32741,20000
32742,20000
32743,20000
32744,20000
32745,20000
32746,20000
32747,20000
32748,20000
32749,20000
32750,20000
32751,20000
32752,20000
32753,20000
32754,20000
32755,20000
32756,20000
32757,20000
32758,20000
32759,20000
32760,20000
32761,20000
32762,20000
32763,20000
32764,20000
32765,20000
32766,20000
32767,20000
32768,20000
32769,20000
32770,20000
32771,20000
32772,20000
32773,20000
32774,20000
32775,20000
32776,20000
32777,20000
32778,20000
32779,20000
32780,20000
32781,20000
32782,20000
32783,20000
32784,20000
32785,20000
32786,20000
32787,20000
32788,20000
32789,20000
32790,20000
32791,20000
32792,20000
32793,20000
32794,20000
32795,20000
32796,20000
32797,20000
32798,20000
32799,20000
32800,20000
32801,20000
32802,20000
32803,20000
32804,20000
32805,20000
32806,20000
32807,20000
32808,20000
32809,20000
32810,20000
32811,20000
32812,20000
32813,20000
32814,20000
32815,20000
32816,20000
32817,20000
32818,20000
32819,20000
32820,20000
32821,20000
32822,20000
32823,20000
32824,20000
32825,20000
32826,20000
32827,20000
32828,20000
32829,20000
32830,20000
32831,20000
32832,20000
32833,20000
32834,20000
32835,20000
32836,20000
32837,20000
32838,20000
32839,20000
32840,20000
32841,20000
32842,20000
32843,20000
32844,20000
32845,20000
32846,20000
32847,20000
32848,20000
32849,20000
32850,20000
32851,20000
32852,20000
32853,20000
32854,20000
32855,20000
32856,20000
32857,20000
32858,20000
32859,20000
32860,20000
32861,20000
32862,20000
32863,20000
32864,20000
32865,20000
32866,20000
32867,20000
32868,20000
32869,20000
32870,20000
32871,20000
32872,20000
32873,20000
32874,20000
32875,20000
32876,20000
32877,20000
32878,20000
32879,20000
32880,20000
32881,20000
32882,20000
32883,20000
32884,20000
32885,20000
32886,20000
32887,20000
32888,20000
32889,20000
32890,20000
32891,20000
32892,20000
32893,20000
32894,20000
32895,20000
32896,20000
32897,20000
32898,20000
32899,20000
32900,20000
32901,20000
32902,20000
32903,20000
32904,20000
32905,20000
32906,20000
32907,20000
32908,20000
32909,20000
32910,20000
32911,20000
32912,20000
32913,20000
32914,20000
32915,20000
32916,20000
32917,20000
32918,20000
32919,20000
32920,20000
32921,20000
32922,20000
32923,20000
32924,20000
32925,20000
32926,20000
32927,20000
32928,20000
32929,20000
32930,20000
32931,20000
32932,20000
32933,20000
32934,20000
32935,20000
32936,20000
32937,20000
32938,20000
32939,20000
32940,20000
32941,20000
32942,20000
32943,20000
32944,20000
32945,20000
32946,20000
32947,20000
32948,20000
32949,20000
32950,20000
32951,20000
32952,20000
32953,20000
32954,20000
32955,20000
32956,20000
32957,20000
32958,20000
32959,20000
32960,20000
32961,20000
32962,20000
32963,20000
32964,20000
32965,20000
32966,20000
32967,20000
32968,20000
32969,20000
32970,20000
32971,20000
32972,20000
32973,20000
32974,20000
32975,20000
32976,20000
32977,20000
32978,20000
32979,20000
32980,20000
32981,20000
32982,20000
32983,20000
32984,20000
32985,20000
32986,20000
32987,20000
32988,20000
32989,20000
32990,20000
32991,20000
32992,20000
32993,20000
32994,20000
32995,20000
32996,20000
32997,20000
32998,20000
32999,20000
33000,20000
33001,20000
33002,20000
33003,20000
33004,20000
33005,20000
33006,20000
33007,20000
33008,20000
33009,20000
33010,20000
33011,20000
33012,20000
33013,20000
33014,20000
33015,20000
33016,20000
33017,20000
33018,20000
33019,20000
33020,20000
33021,20000
33022,20000
33023,20000
33024,20000
33025,20000
33026,20000
33027,20000
33028,20000
33029,20000
33030,20000
33031,20000
33032,20000
33033,20000
33034,20000
33035,20000
33036,20000
33037,20000
33038,20000
33039,20000
33040,20000
33041,20000
33042,20000
33043,20000
33044,20000
33045,20000
33046,20000
33047,20000
33048,20000
33049,20000
33050,20000
33051,20000
33052,20000
33053,20000
33054,20000
33055,20000
33056,20000
33057,20000
33058,20000
33059,20000
33060,20000
33061,20000
33062,20000
33063,20000
33064,20000
33065,20000
33066,20000
33067,20000
33068,20000
33069,20000
33070,20000
33071,20000
33072,20000
33073,20000
33074,20000
33075,20000
33076,20000
33077,20000
33078,20000
33079,20000
33080,20000
33081,20000
33082,20000
33083,20000
33084,20000
33085,20000
33086,20000
33087,20000
33088,20000
33089,20000
33090,20000
33091,20000
33092,20000
33093,20000
33094,20000
33095,20000
33096,20000
33097,20000
33098,20000
33099,20000
33100,20000
33101,20000
33102,20000
33103,20000
33104,20000
33105,20000
33106,20000
33107,20000
33108,20000
33109,20000
33110,20000
33111,20000
33112,20000
33113,20000
33114,20000
33115,20000
33116,20000
33117,20000
33118,20000
33119,20000
33120,20000
33121,20000
33122,20000
33123,20000
33124,20000
33125,20000
33126,20000
33127,20000
33128,20000
33129,20000
33130,20000
33131,20000
33132,20000
33133,20000
33134,20000
33135,20000
33136,20000
33137,20000
33138,20000
33139,20000
33140,20000
33141,20000
33142,20000
33143,20000
33144,20000
33145,20000
33146,20000
33147,20000
33148,20000
33149,20000
33150,20000
33151,20000
33152,20000
33153,20000
33154,20000
33155,20000
33156,20000
33157,20000
33158,20000
33159,20000
33160,20000
33161,20000
33162,20000
33163,20000
33164,20000
33165,20000
33166,20000
33167,20000
33168,20000
33169,20000
33170,20000
33171,20000
33172,20000
33173,20000
33174,20000
33175,20000
33176,20000
33177,20000
33178,20000
33179,20000
33180,20000
33181,20000
33182,20000
33183,20000
33184,20000
33185,20000
33186,20000
33187,20000
33188,20000
33189,20000
33190,20000
33191,20000
33192,20000
33193,20000
33194,20000
33195,20000
33196,20000
33197,20000
33198,20000
33199,20000
33200,20000
33201,20000
33202,20000
33203,20000
33204,20000
33205,20000
33206,20000
33207,20000
33208,20000
33209,20000
33210,20000
33211,20000
33212,20000
33213,20000
33214,20000
33215,20000
33216,20000
33217,20000
33218,20000
33219,20000
33220,20000
33221,20000
33222,20000
33223,20000
33224,20000
33225,20000
33226,20000
33227,20000
33228,20000
33229,20000
33230,20000
33231,20000
33232,20000
33233,20000
33234,20000
33235,20000
33236,20000
33237,20000
33238,20000
33239,20000
33240,20000
33241,20000
33242,20000
33243,20000
33244,20000
33245,20000
33246,20000
33247,20000
33248,20000
33249,20000
33250,20000
33251,20000
33252,20000
33253,20000
33254,20000
33255,20000
33256,20000
33257,20000
33258,20000
33259,20000
33260,20000
33261,20000
33262,20000
33263,20000
33264,20000
33265,20000
33266,20000
33267,20000
33268,20000
33269,20000
33270,20000
33271,20000
33272,20000
33273,20000
33274,20000
33275,20000
33276,20000
33277,20000
33278,20000
33279,20000
33280,20000
33281,20000
33282,20000
33283,20000
33284,20000
33285,20000
33286,20000
33287,20000
33288,20000
33289,20000
33290,20000
33291,20000
33292,20000
33293,20000
33294,20000
33295,20000
33296,20000
33297,20000
33298,20000
33299,20000
33300,20000
33301,20000
33302,20000
33303,20000
33304,20000
33305,20000
33306,20000
33307,20000
33308,20000
33309,20000
33310,20000
33311,20000
33312,20000
33313,20000
33314,20000
33315,20000
33316,20000
33317,20000
33318,20000
33319,20000
33320,20000
33321,20000
33322,20000
33323,20000
33324,20000
33325,20000
33326,20000
33327,20000
33328,20000
33329,20000
33330,20000
33331,20000
33332,20000
33333,20000
33334,20000
33335,20000
33336,20000
33337,20000
33338,20000
33339,20000
33340,20000
33341,20000
33342,20000
33343,20000
33344,20000
33345,20000
33346,20000
33347,20000
33348,20000
33349,20000
33350,20000
33351,20000
33352,20000
33353,20000
33354,20000
33355,20000
33356,20000
33357,20000
33358,20000
33359,20000
33360,20000
33361,20000
33362,20000
33363,20000
33364,20000
33365,20000
33366,20000
33367,20000
33368,20000
33369,20000
33370,20000
33371,20000
33372,20000
33373,20000
33374,20000
33375,20000
33376,20000
33377,20000
33378,20000
33379,20000
33380,20000
33381,20000
33382,20000
33383,20000
33384,20000
33385,20000
33386,20000
33387,20000
33388,20000
33389,20000
33390,20000
33391,20000
33392,20000
33393,20000
33394,20000
33395,20000
33396,20000
33397,20000
33398,20000
33399,20000
33400,20000
33401,20000
33402,20000
33403,20000
33404,20000
33405,20000
33406,20000
33407,20000
33408,20000
33409,20000
33410,20000
33411,20000
33412,20000
33413,20000
33414,20000
33415,20000
33416,20000
33417,20000
33418,20000
33419,20000
33420,20000
33421,20000
33422,20000
33423,20000
33424,20000
33425,20000
33426,20000
33427,20000
33428,20000
33429,20000
33430,20000
33431,20000
33432,20000
33433,20000
33434,20000
33435,20000
33436,20000
33437,20000
33438,20000
33439,20000
33440,20000
33441,20000
33442,20000
33443,20000
33444,20000
33445,20000
33446,20000
33447,20000
33448,20000
33449,20000
33450,20000
33451,20000
33452,20000
33453,20000
33454,20000
33455,20000
33456,20000
33457,20000
33458,20000
33459,20000
33460,20000
33461,20000
33462,20000
33463,20000
33464,20000
33465,20000
33466,20000
33467,20000
33468,20000
33469,20000
33470,20000
33471,20000
33472,20000
33473,20000
33474,20000
33475,20000
33476,20000
33477,20000
33478,20000
33479,20000
33480,20000
33481,20000
33482,20000
33483,20000
33484,20000
33485,20000
33486,20000
33487,20000
33488,20000
33489,20000
33490,20000
33491,20000
33492,20000
33493,20000
33494,20000
33495,20000
33496,20000
33497,20000
33498,20000
33499,20000
33500,20000
33501,20000
33502,20000
33503,20000
33504,20000
33505,20000
33506,20000
33507,20000
33508,20000
33509,20000
33510,20000
33511,20000
33512,20000
33513,20000
33514,20000
33515,20000
33516,20000
33517,20000
33518,20000
33519,20000
33520,20000
33521,20000
33522,20000
33523,20000
33524,20000
33525,20000
33526,20000
33527,20000
33528,20000
33529,20000
33530,20000
33531,20000
33532,20000
33533,20000
33534,20000
33535,20000
33536,20000
33537,20000
33538,20000
33539,20000
33540,20000
33541,20000
33542,20000
33543,20000
33544,20000
33545,20000
33546,20000
33547,20000
33548,20000
33549,20000
33550,20000
33551,20000
33552,20000
33553,20000
33554,20000
33555,20000
33556,20000
33557,20000
33558,20000
33559,20000
33560,20000
33561,20000
33562,20000
33563,20000
33564,20000
33565,20000
33566,20000
33567,20000
33568,20000
33569,20000
33570,20000
33571,20000
33572,20000
33573,20000
33574,20000
33575,20000
33576,20000
33577,20000
33578,20000
33579,20000
33580,20000
33581,20000
33582,20000
33583,20000
33584,20000
33585,20000
33586,20000
33587,20000
33588,20000
33589,20000
33590,20000
33591,20000
33592,20000
33593,20000
33594,20000
33595,20000
33596,20000
33597,20000
33598,20000
33599,20000
33600,20000
33601,20000
33602,20000
33603,20000
33604,20000
33605,20000
33606,20000
33607,20000
33608,20000
33609,20000
33610,20000
33611,20000
33612,20000
33613,20000
33614,20000
33615,20000
33616,20000
33617,20000
33618,20000
33619,20000
33620,20000
33621,20000
33622,20000
33623,20000
33624,20000
33625,20000
33626,20000
33627,20000
33628,20000
33629,20000
33630,20000
33631,20000
33632,20000
33633,20000
33634,20000
33635,20000
33636,20000
33637,20000
33638,20000
33639,20000
33640,20000
33641,20000
33642,20000
33643,20000
33644,20000
33645,20000
33646,20000
33647,20000
33648,20000
33649,20000
33650,20000
33651,20000
33652,20000
33653,20000
33654,20000
33655,20000
33656,20000
33657,20000
33658,20000
33659,20000
33660,20000
33661,20000
33662,20000
33663,20000
33664,20000
33665,20000
33666,20000
33667,20000
33668,20000
33669,20000
33670,20000
33671,20000
33672,20000
33673,20000
33674,20000
33675,20000
33676,20000
33677,20000
33678,20000
33679,20000
33680,20000
33681,20000
33682,20000
33683,20000
33684,20000
33685,20000
33686,20000
33687,20000
33688,20000
33689,20000
33690,20000
33691,20000
33692,20000
33693,20000
33694,20000
33695,20000
33696,20000
33697,20000
33698,20000
33699,20000
33700,20000
33701,20000
33702,20000
33703,20000
33704,20000
33705,20000
33706,20000
33707,20000
33708,20000
33709,20000
33710,20000
33711,20000
33712,20000
33713,20000
33714,20000
33715,20000
33716,20000
33717,20000
33718,20000
33719,20000
33720,20000
33721,20000
33722,20000
33723,20000
33724,20000
33725,20000
33726,20000
33727,20000
33728,20000
33729,20000
33730,20000
33731,20000
33732,20000
33733,20000
33734,20000
33735,20000
33736,20000
33737,20000
33738,20000
33739,20000
33740,20000
33741,20000
33742,20000
33743,20000
33744,20000
33745,20000
33746,20000
33747,20000
33748,20000
33749,20000
33750,20000
33751,20000
33752,20000
33753,20000
33754,20000
33755,20000
33756,20000
33757,20000
33758,20000
33759,20000
33760,20000
33761,20000
33762,20000
33763,20000
33764,20000
33765,20000
33766,20000
33767,20000
33768,20000
33769,20000
33770,20000
33771,20000
33772,20000
33773,20000
33774,20000
33775,20000
33776,20000
33777,20000
33778,20000
33779,20000
33780,20000
33781,20000
33782,20000
33783,20000
33784,20000
33785,20000
33786,20000
33787,20000
33788,20000
33789,20000
33790,20000
33791,20000
33792,20000
33793,20000
33794,20000
33795,20000
33796,20000
33797,20000
33798,20000
33799,20000
33800,20000
33801,20000
33802,20000
33803,20000
33804,20000
33805,20000
33806,20000
33807,20000
33808,20000
33809,20000
33810,20000
33811,20000
33812,20000
33813,20000
33814,20000
33815,20000
33816,20000
33817,20000
33818,20000
33819,20000
33820,20000
33821,20000
33822,20000
33823,20000
33824,20000
33825,20000
33826,20000
33827,20000
33828,20000
33829,20000
33830,20000
33831,20000
33832,20000
33833,20000
33834,20000
33835,20000
33836,20000
33837,20000
33838,20000
33839,20000
33840,20000
33841,20000
33842,20000
33843,20000
33844,20000
33845,20000
33846,20000
33847,20000
33848,20000
33849,20000
33850,20000
33851,20000
33852,20000
33853,20000
33854,20000
33855,20000
33856,20000
33857,20000
33858,20000
33859,20000
33860,20000
33861,20000
33862,20000
33863,20000
33864,20000
33865,20000
33866,20000
33867,20000
33868,20000
33869,20000
33870,20000
33871,20000
33872,20000
33873,20000
33874,20000
33875,20000
33876,20000
33877,20000
33878,20000
33879,20000
33880,20000
33881,20000
33882,20000
33883,20000
33884,20000
33885,20000
33886,20000
33887,20000
33888,20000
33889,20000
33890,20000
33891,20000
33892,20000
33893,20000
33894,20000
33895,20000
33896,20000
33897,20000
33898,20000
33899,20000
33900,20000
33901,20000
33902,20000
33903,20000
33904,20000
33905,20000
33906,20000
33907,20000
33908,20000
33909,20000
33910,20000
33911,20000
33912,20000
33913,20000
33914,20000
33915,20000
33916,20000
33917,20000
33918,20000
33919,20000
33920,20000
33921,20000
33922,20000
33923,20000
33924,20000
33925,20000
33926,20000
33927,20000
33928,20000
33929,20000
33930,20000
33931,20000
33932,20000
33933,20000
33934,20000
33935,20000
33936,20000
33937,20000
33938,20000
33939,20000
33940,20000
33941,20000
33942,20000
33943,20000
33944,20000
33945,20000
33946,20000
33947,20000
33948,20000
33949,20000
33950,20000
33951,20000
33952,20000
33953,20000
33954,20000
33955,20000
33956,20000
33957,20000
33958,20000
33959,20000
33960,20000
33961,20000
33962,20000
33963,20000
33964,20000
33965,20000
33966,20000
33967,20000
33968,20000
33969,20000
33970,20000
33971,20000
33972,20000
33973,20000
33974,20000
33975,20000
33976,20000
33977,20000
33978,20000
33979,20000
33980,20000
33981,20000
33982,20000
33983,20000
33984,20000
33985,20000
33986,20000
33987,20000
33988,20000
33989,20000
33990,20000
33991,20000
33992,20000
33993,20000
33994,20000
33995,20000
33996,20000
33997,20000
33998,20000
33999,20000
34000,20000
34001,20000
34002,20000
34003,20000
34004,20000
34005,20000
34006,20000
34007,20000
34008,20000
34009,20000
34010,20000
34011,20000
34012,20000
34013,20000
34014,20000
34015,20000
34016,20000
34017,20000
34018,20000
34019,20000
34020,20000
34021,20000
34022,20000
34023,20000
34024,20000
34025,20000
34026,20000
34027,20000
34028,20000
34029,20000
34030,20000
34031,20000
34032,20000
34033,20000
34034,20000
34035,20000
34036,20000
34037,20000
34038,20000
34039,20000
34040,20000
34041,20000
34042,20000
34043,20000
34044,20000
34045,20000
34046,20000
34047,20000
34048,20000
34049,20000
34050,20000
34051,20000
34052,20000
34053,20000
34054,20000
34055,20000
34056,20000
34057,20000
34058,20000
34059,20000
34060,20000
34061,20000
34062,20000
34063,20000
34064,20000
34065,20000
34066,20000
34067,20000
34068,20000
34069,20000
34070,20000
34071,20000
34072,20000
34073,20000
34074,20000
34075,20000
34076,20000
34077,20000
34078,20000
34079,20000
34080,20000
34081,20000
34082,20000
34083,20000
34084,20000
34085,20000
34086,20000
34087,20000
34088,20000
34089,20000
34090,20000
34091,20000
34092,20000
34093,20000
34094,20000
34095,20000
34096,20000
34097,20000
34098,20000
34099,20000
34100,20000
34101,20000
34102,20000
34103,20000
34104,20000
34105,20000
34106,20000
34107,20000
34108,20000
34109,20000
34110,20000
34111,20000
34112,20000
34113,20000
34114,20000
34115,20000
34116,20000
34117,20000
34118,20000
34119,20000
34120,20000
34121,20000
34122,20000
34123,20000
34124,20000
34125,20000
34126,20000
34127,20000
34128,20000
34129,20000
34130,20000
34131,20000
34132,20000
34133,20000
34134,20000
34135,20000
34136,20000
34137,20000
34138,20000
34139,20000
34140,20000
34141,20000
34142,20000
34143,20000
34144,20000
34145,20000
34146,20000
34147,20000
34148,20000
34149,20000
34150,20000
34151,20000
34152,20000
34153,20000
34154,20000
34155,20000
34156,20000
34157,20000
34158,20000
34159,20000
34160,20000
34161,20000
34162,20000
34163,20000
34164,20000
34165,20000
34166,20000
34167,20000
34168,20000
34169,20000
34170,20000
34171,20000
34172,20000
34173,20000
34174,20000
34175,20000
34176,20000
34177,20000
34178,20000
34179,20000
34180,20000
34181,20000
34182,20000
34183,20000
34184,20000
34185,20000
34186,20000
34187,20000
34188,20000
34189,20000
34190,20000
34191,20000
34192,20000
34193,20000
34194,20000
34195,20000
34196,20000
34197,20000
34198,20000
34199,20000
34200,20000
34201,20000
34202,20000
34203,20000
34204,20000
34205,20000
34206,20000
34207,20000
34208,20000
34209,20000
34210,20000
34211,20000
34212,20000
34213,20000
34214,20000
34215,20000
34216,20000
34217,20000
34218,20000
34219,20000
34220,20000
34221,20000
34222,20000
34223,20000
34224,20000
34225,20000
34226,20000
34227,20000
34228,20000
34229,20000
34230,20000
34231,20000
34232,20000
34233,20000
34234,20000
34235,20000
34236,20000
34237,20000
34238,20000
34239,20000
34240,20000
34241,20000
34242,20000
34243,20000
34244,20000
34245,20000
34246,20000
34247,20000
34248,20000
34249,20000
34250,20000
34251,20000
34252,20000
34253,20000
34254,20000
34255,20000
34256,20000
34257,20000
34258,20000
34259,20000
34260,20000
34261,20000
34262,20000
34263,20000
34264,20000
34265,20000
34266,20000
34267,20000
34268,20000
34269,20000
34270,20000
34271,20000
34272,20000
34273,20000
34274,20000
34275,20000
34276,20000
34277,20000
34278,20000
34279,20000
34280,20000
34281,20000
34282,20000
34283,20000
34284,20000
34285,20000
34286,20000
34287,20000
34288,20000
34289,20000
34290,20000
34291,20000
34292,20000
34293,20000
34294,20000
34295,20000
34296,20000
34297,20000
34298,20000
34299,20000
34300,20000
34301,20000
34302,20000
34303,20000
34304,20000
34305,20000
34306,20000
34307,20000
34308,20000
34309,20000
34310,20000
34311,20000
34312,20000
34313,20000
34314,20000
34315,20000
34316,20000
34317,20000
34318,20000
34319,20000
34320,20000
34321,20000
34322,20000
34323,20000
34324,20000
34325,20000
34326,20000
34327,20000
34328,20000
34329,20000
34330,20000
34331,20000
34332,20000
34333,20000
34334,20000
34335,20000
34336,20000
34337,20000
34338,20000
34339,20000
34340,20000
34341,20000
34342,20000
34343,20000
34344,20000
34345,20000
34346,20000
34347,20000
34348,20000
34349,20000
34350,20000
34351,20000
34352,20000
34353,20000
34354,20000
34355,20000
34356,20000
34357,20000
34358,20000
34359,20000
34360,20000
34361,20000
34362,20000
34363,20000
34364,20000
34365,20000
34366,20000
34367,20000
34368,20000
34369,20000
34370,20000
34371,20000
34372,20000
34373,20000
34374,20000
34375,20000
34376,20000
34377,20000
34378,20000
34379,20000
34380,20000
34381,20000
34382,20000
34383,20000
34384,20000
34385,20000
34386,20000
34387,20000
34388,20000
34389,20000
34390,20000
34391,20000
34392,20000
34393,20000
34394,20000
34395,20000
